Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;_data;_versao;_cnpj;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Patrimonio_Liquido;Valor_Patrimonial_Cotas;Cotas_Emitidas;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes;Percentual_Despesas_Taxa_Administracao
Fundo;16.685.929/0001-31;2026-07-01;1;2026-08-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING;2012-09-27;INVESTIDORES EM GERAL;BRFRLSCTF000;872900;N;N;;Shoppings;Ativa;Determinado;2026-09-27;31/12;S;N;N;S;N;MASTER SA CCTVM;33886862000112;PRAIA DE BOTAFOGO;228;1702;BOTAFOGO;RIO DE JANEIRO;RJ;22250906;2145020100;;;www.mastercctvm.com.br;contabilidade.fundos@mastercctvm.com.br;2026-07-01;1;16685929000131;120;87;468489330.16;536.704468049032;872900;-0.001024;0;0;0.03452
Classe;16.841.067/0001-99;2026-07-01;1;2026-08-13;SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDORES EM GERAL;BRREITCTF007;26291;N;N;;Outros;Ativa;Determinado;2028-11-30;2026-12-31 00:00:00;S;S;N;S;S;QI CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000144;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br;2026-07-01;1;16841067000199;59;52;7806383.88;296.922288235518;26291;-0.011401;0;0;0.00185998
Classe;16.929.519/0001-99;2026-07-01;1;2026-08-13;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-12-20;INVESTIDOR QUALIFICADO;BRHRDFCTF000;1517425;N;N;;Multicategoria;Ativa;Determinado;2024-12-02;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2026-07-01;1;16929519000199;825;;12113412.1;7.9828736840371;1517425;-0.000266;0;0;0.000685
Classe;18.259.637/0001-62;2026-07-01;1;2026-08-14;ETR PROP FII RL;2013-09-05;INVESTIDOR QUALIFICADO;BRETPPCTF006;185;N;N;;Multicategoria;Definida;Determinado;2026-07-16;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;18259637000162;6;6;30743546.37;166181.33173;185;-0.051785;-0.055076;0;0.000755
Classe;19.249.989/0001-08;2026-07-01;2;2026-08-26;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;149011;N;N;;Residencial;Ativa;Determinado;2027-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;2;19249989000108;192;;116503449.91;781.84462831603;149011;-0.001014;0;0;0.001504
Classe;20.019.120/0001-48;2026-07-01;1;2026-08-12;FII 4KIDS RL;2014-11-13;INVESTIDOR QUALIFICADO;BR00GECTF009;1648957;S;N;;Shoppings;Ativa;Determinado;2064-11-11;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;20019120000148;1;0;528565631.78;320.545431;1648957;-1E-06;-1E-06;0;0.000333
Classe;22.211.522/0001-75;2026-07-01;1;2026-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CONVIDA SUAPE RL;2015-05-21;INVESTIDOR QUALIFICADO;BRCXSPCTF006;180;S;N;;Multicategoria;Ativa;Determinado;2027-04-22;31/12;N;S;N;N;S;CAIXA ECONÔMICA FEDERAL;00360305000104;AVENIDA PAULISTA;750;9 ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;01310300;11 3572.4400;;;www.caixa.gov.br;geafi06@caixa.gov.br;2026-07-01;1;22211522000175;1;;73464149.58;408134.164333333;180;0.000231;0;0;0.132549
Classe;23.964.843/0001-03;2026-06-01;1;2026-07-15;BRIO REAL ESTATE II;2018-07-06;INVESTIDORES EM GERAL;BRBRIMCTF008;0;N;N;;Residencial;Ativa;Determinado;2026-06-30;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-06-01;1;23964843000103;714;680;0;0;0;0;0;;
Classe;23.964.908/0001-10;2026-01-01;1;2026-02-12;PRIME 16 - FI IMOBILIÁRIO RL;2016-01-04;INVESTIDOR PROFISSIONAL;BR00KGCTF006;542458.95695689;S;N;;Multicategoria;Definida;Determinado;2030-12-23;31/12;N;N;S;N;N;SANTANDER CACEIS BRASIL DTVM S.A.;62318407000119;Rua Amador Bueno;474;;Santo Amaro;São Paulo;SP;04752-005;(11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br;2026-01-01;1;23964908000110;1;;21231406.84;39.1391948970755;542458.95695689;0.019272;0;0.19880661251642;0.00454
Classe;26.642.727/0001-66;2026-07-01;1;2026-08-14;DIAMANTE FII RL;2016-11-10;INVESTIDORES EM GERAL;BRDAMTCTF007;17779747;N;N;;Shoppings;Definida;Determinado;2027-02-14;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;26642727000166;581;579;258801445.93;14.555969;17779747;0.014549;0.007283;0;0.000124
Classe;28.899.178/0001-35;2026-07-01;1;2026-08-14;HIRE PROPERTIES I FII RESP LIMITADA;2019-07-01;INVESTIDORES EM GERAL;BRHYPICTF004;1306304.2006;N;N;;Multicategoria;Ativa;Determinado;2029-07-01;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;1;28899178000135;105;99;2848487.22;2.18056959;1306304.2006;0.26290137;0;0;0.008444
Classe;29.299.737/0001-39;2026-07-01;2;2026-08-26;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-07-30;INVESTIDOR QUALIFICADO;BRRBTSCTF002;56525;N;N;;Multicategoria;Ativa;Determinado;2027-06-30;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;2;29299737000139;123;;13963957.56;247.040381424149;56525;-0.001168;0;0;0.000937
Classe;30.816.679/0001-52;2026-07-01;1;2026-08-14;KINEA CO INVESTIMENTO FII RESPONSABILIDADE LIMITADA;2019-03-22;INVESTIDOR QUALIFICADO;BR003HCTF006;555995.18142;N;N;;Multicategoria;Ativa;Determinado;2033-03-21;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2026-07-01;1;30816679000152;5;;95867849.09;172.425683339837;555995.18142;0.032159;0;0;0.001723
Classe;31.161.410/0001-48;2026-07-01;2;2026-08-26;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII;2020-02-20;INVESTIDORES EM GERAL;BRRBIRCTF007;1528615;S;N;;Residencial;Ativa;Determinado;2027-08-20;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br;2026-07-01;2;31161410000148;1445;;123751511.45;80.9566250821822;1528615;-0.000953;0;0;0.000167
Classe;31.772.231/0001-47;2026-07-01;1;2026-08-14;JACARANDA I FUNDO DE INVESTIMENTO IMOBILIARIO;2020-01-28;INVESTIDOR QUALIFICADO;BRJCDACTF009;15303215.9133521;N;N;;Outros;Ativa;Determinado;2023-11-15;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;31772231000147;104;;441068549.81;28.8219516935108;15303215.9133521;-0.000228;;;0.000204963695640832
Classe;31.907.591/0001-09;2026-07-01;1;2026-08-14;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;BR0EZ0CTF005;134266;N;N;;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;31907591000109;1;;287117915.19;2138.42607354058;134266;0.00748;0.007204;;9.26743633617981E-05
Classe;32.274.197/0001-43;2026-07-01;1;2026-08-14;SNOWBIRD MASTER FII RESP LIMITADA;2019-09-02;INVESTIDORES EM GERAL;;746905018.8496;N;N;;Outros;Ativa;Determinado;2029-10-01;31/12;N;N;S;N;N;MAF DTVM;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;32274197000143;3;;766424417.73;1.02613370962544;746905018.8496;0.008265;;;8.97283520841929E-05
Classe;32.317.313/0001-64;2026-07-01;1;2026-08-14;EVEN II KINEA FII RESPONSABILIDADE LIMITADA;2020-02-13;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRKEVECTF007;147700.99711;N;N;;Residencial;Definida;Determinado;2027-02-13;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br;2026-07-01;1;32317313000164;416;;54180063.72;366.822599576965;147700.99711;0.029323;0.054004;0;0.001376
Classe;34.736.474/0001-18;2026-07-01;1;2026-08-14;RBR DESENVOLVIMENTO COMERCIAL I FII;2019-08-23;INVESTIDOR PROFISSIONAL;BRRDCICTF005;3054449;N;N;;Multicategoria;Ativa;Determinado;2025-09-25;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;34736474000118;127;;272258970.89;89.1352158408931;3054449;0.000926;;;0.00142598147907074
Classe;34.895.752/0001-80;2026-07-01;1;2026-08-14;BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-23;INVESTIDORES EM GERAL;BRBRIPCTF001;215475;N;N;;Residencial;Ativa;Determinado;2026-10-16;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;34895752000180;384;;123449186.77;572.916518250377;215475;-0.003897;;;0.00182849661391901
Classe;34.895.894/0001-47;2026-07-01;1;2026-08-14;VBI OFFICE FUND II FII;2019-12-27;INVESTIDORES EM GERAL;BRBLMOCTF009;994814;N;N;;Escritórios;Ativa;Determinado;2023-12-27;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;34895894000147;267;;98094452.02;98.6058218119166;994814;0.005945;0.003558;;0.000910730914545354
Classe;35.652.174/0001-13;2026-07-01;1;2026-08-12;PATRIA RBR FII;2020-08-12;INVESTIDOR PROFISSIONAL;BR04T0CTF001;461030;N;N;;Outros;Ativa;Determinado;2026-08-12;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;35652174000113;2;0;17458900.27;37.869337;461030;-2E-06;-2E-06;0;0.001146
Classe;35.688.460/0001-39;2026-07-01;1;2026-08-13;HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOB;2021-06-14;INVESTIDOR QUALIFICADO;BRHDOFCTF007;3370000;N;N;;Escritórios;Ativa;Determinado;2028-10-28;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2026-07-01;1;35688460000139;120;;313078864.83;92.901740305638;3370000;-0.000778;0;0;0.000776
Classe;35.689.497/0001-81;2026-07-01;1;2026-08-13;HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-27;INVESTIDOR PROFISSIONAL;BRSEEDCTF008;1640000;N;N;;Multicategoria;Ativa;Determinado;2026-12-12;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2026-07-01;1;35689497000181;131;;145829466.32;88.9204062926829;1640000;-0.026431;0.008466;0;0.000183
Classe;35.689.670/0001-41;2026-07-01;1;2026-08-12;PATRIA D FEEDER FII;2025-06-17;INVESTIDOR PROFISSIONAL;BRRCFFCTF006;323200;N;N;;Outros;Ativa;Determinado;2031-06-17;17/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2026-07-01;1;35689670000141;113;112;33389435.23;103.308896;323200;-3E-06;-3E-06;0;0.001005
Classe;36.200.654/0001-06;2026-07-01;1;2026-08-14;VINCI FULWOOD DESENV LOGÍSTICO FUNDO DE INVEST IMOBILIÁRIO;2021-02-25;INVESTIDOR QUALIFICADO;BR06X4CTF005;3156741.93823179;N;N;;Logística;Ativa;Determinado;2026-01-13;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;36200654000106;111;;419558448.23;132.90869397611;3156741.93823179;0.001004;6E-06;;0.00130099077328261
Classe;36.200.701/0001-11;2026-07-01;1;2026-08-12;TELLUS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INV. IMOBILIÁRIO;2021-07-08;INVESTIDOR PROFISSIONAL;BRTELDCTF001;469760.1875;N;N;;Multicategoria;Ativa;Determinado;2029-11-24;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;36200701000111;2;;11596514.98;24.6860319128257;469760.1875;0.001596;;;0.000281811389511093
Classe;36.368.925/0001-37;2026-07-01;1;2026-08-14;TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-03-16;INVESTIDOR PROFISSIONAL;BRTRXBCTF002;4066022;N;N;;Multicategoria;Definida;Determinado;2035-03-16;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;36368925000137;906;;427069557.03;105.03375462061;4066022;-0.041359;0.009041;;0.00019192911002608
Classe;37.899.400/0001-90;2026-07-01;1;2026-08-14;PANORAMA DESENVOLVIMENTO LOGÍSTICO - FII;2024-09-03;INVESTIDOR PROFISSIONAL;BRPNDLCTF000;144332;N;N;;Multicategoria;Ativa;Determinado;2025-09-30;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;37899400000190;57;;12974048.72;89.8903134440041;144332;3.8E-05;;;0
Classe;38.456.598/0001-09;2026-07-01;1;2026-08-14;FII ROOFTOP I;2020-11-26;INVESTIDOR QUALIFICADO;BRROOFCTF003;77495;N;N;;Multicategoria;Ativa;Determinado;2026-01-25;31/12;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2026-07-01;1;38456598000109;82;51;21786752.1;281.13751984;77495;-0.00473877;0;0;0.000947
Classe;39.332.032/0001-20;2026-07-01;1;2026-08-14;BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-02-22;INVESTIDORES EM GERAL;BRBICECTF007;133414;N;N;;Residencial;Ativa;Determinado;2028-02-22;30/06;S;S;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com;2026-07-01;1;39332032000120;119;;106173431.32;795.819264245132;133414;0.00493;0.01204;;0.00082994623894576
