Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;00.613.094/0001-74;2026-04-01;1;2026-05-15;FII PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;00.613.094/0001-74;2026-05-01;1;2026-06-15;FII PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;00.613.094/0001-74;2026-06-01;1;2026-07-15;FII PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;00.613.094/0001-74;2026-07-01;1;2026-08-14;FII PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9º Andar;Botafogo;Rio de Janeiro;RJ;22250-906;(21) 3923-3000;(21) 3923-3046;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
Classe;00.762.723/0001-28;2026-01-01;1;2026-02-13;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5384912;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-02-01;1;2026-03-13;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5384912;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-03-01;1;2026-04-15;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5384912;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-04-01;1;2026-05-14;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5384912;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-05-01;2;2026-06-15;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5661158;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-06-01;1;2026-07-15;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;5937402;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.762.723/0001-28;2026-07-01;1;2026-08-14;FUNDO DE INV. IMOBILIARIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;6213646;N;N;;Escritórios;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS - DTVM LTDA;72600026000181;AVENIDA CHEDID JAFET;222;BLOCO B - CONJUNTO 32;VILA OLIMPIA;SÃO PAULO;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-01-01;1;2026-02-10;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-02-01;1;2026-03-13;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-03-01;1;2026-04-10;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-04-01;1;2026-05-08;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-05-01;1;2026-06-08;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;00.868.235/0001-08;2026-06-01;1;2026-07-14;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;00.868.235/0001-08;2026-07-01;1;2026-08-10;HERMES FII DE RESPONSABILIDADE LIMITADA;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;;Outros;Definida;Indeterminado;;31/12;N;S;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;Avenida Chedid Jafet;222;Conjunto 32, Bloco B;Vila Olímpia;São Paulo;SP;04551-065;11 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;01.201.140/0001-90;2026-01-01;1;2026-02-13;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.201.140/0001-90;2026-02-01;1;2026-03-13;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.201.140/0001-90;2026-03-01;1;2026-04-14;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.201.140/0001-90;2026-04-01;1;2026-05-14;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
Classe;01.201.140/0001-90;2026-05-01;1;2026-06-15;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;01.201.140/0001-90;2026-06-01;1;2026-07-15;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;01.201.140/0001-90;2026-07-01;1;2026-08-13;GRAND PLAZA SHOPPING FII DE RESPONSABILIDADE LIMITADA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;4709082;N;N;;Shoppings;Definida;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;Conjunto 32 - Bloco B;Vila Olímpia;São Paulo;SP;04551-065;(11) 3509-6600;;;www.riobravo.com.br;ri@riobravo.com.br
Classe;01.235.622/0001-61;2026-01-01;2;2026-02-18;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1324930.00003248;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-02-01;2;2026-03-30;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1338781.00002939;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-03-01;2;2026-05-13;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1338781;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-04-01;2;2026-05-20;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1338781;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-05-01;2;2026-06-17;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1349019;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-06-01;2;2026-07-17;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1349019;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;01.235.622/0001-61;2026-07-01;2;2026-08-20;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTF005;1354138.00003178;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Fundo;01.356.517/0001-80;2026-01-01;1;2026-02-11;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-02-01;1;2026-03-12;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-03-01;1;2026-04-14;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-04-01;1;2026-05-12;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-05-01;1;2026-06-08;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-06-01;1;2026-07-16;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Fundo;01.356.517/0001-80;2026-07-01;1;2026-08-11;LAGRA FUNDO DE INVESTIMENTO IMOBILIARIO;1996-08-12;INVESTIDORES EM GERAL;0;56701;S;S;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;MOMENTO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LRDA.;97447304000133;RUA DA AJUDA;35;SALA 1901 PARTE;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;;;http://fnet.bmfbovespa.com.br;lagra@saoclementesa.com.br
Classe;01.497.954/0001-14;2026-01-01;1;2026-02-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;92858380000118;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO HISTÓRICO;PORTO ALEGRE;RS;90.010-090;(51) 3213-2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br
